"","species_name","classifications"
"1335","Galega_officinalis","Adaptable Survivor"
"1336","Galeopsis_tetrahit","Common"
"1337","Galinsoga_parviflora","Common"
"1338","Galinsoga_quadriradiata","Common"
"1339","Galium_album","Common"
"1340","Galium_divaricatum","Common"
"1341","Galium_glaucum","Common"
"1342","Galium_lucidum","Common"
"1343","Galium_mollugo","High Invasive Potential"
"1344","Galium_murale","Common"
"1345","Galium_noricum","Environmentally Rare"
"1346","Galium_palustre","Common"
"1347","Galium_pumilum","Common"
"1348","Galium_saxatile","Common"
"1349","Galium_sterneri","Environmentally Rare"
"1350","Galium_tricornutum","Common"
"1351","Galium_triflorum","Common"
"1352","Garcinia_intermedia","Endemic"
"1353","Garcinia_macrophylla","Endemic"
"1354","Garcinia_portoricensis","Relict"
"1355","Garrya_elliptica","Adaptable Survivor"
"1356","Gastrolobium_grandiflorum","Relict"
"1357","Gaultheria_antipoda","High Invasive Potential"
"1358","Gaultheria_crassa","Common"
"1359","Gaultheria_depressa","Common"
"1360","Gaultheria_hispida","Environmentally Rare"
"1361","Gaultheria_nubicola","Environmentally Rare"
"1362","Geniostoma_rupestre","Relict"
"1363","Genipa_americana","Common"
"1364","Genista_anglica","Environmentally Rare"
"1365","Genista_cinerea","Common"
"1366","Genista_pilosa","Common"
"1367","Genista_scorpius","Common"
"1368","Genista_tinctoria","Common"
"1369","Gentiana_acaulis","Common"
"1370","Gentiana_bavarica","Environmentally Rare"
"1371","Gentiana_macrophylla","Common"
"1372","Gentiana_nivalis","Common"
"1373","Gentiana_pneumonanthe","Common"
"1374","Gentiana_puberulenta","Common"
"1375","Gentiana_punctata","Common"
"1376","Gentiana_pyrenaica","Environmentally Rare"
"1377","Gentiana_septemfida","Common"
"1378","Gentiana_verna","Common"
"1379","Gentianella_amarella","Common"
"1380","Gentianella_austriaca","Environmentally Rare"
"1381","Gentianella_germanica","Common"
"1382","Gentianella_muelleriana","Environmentally Rare"
"1383","Gentianella_uliginosa","Environmentally Rare"
"1384","Geranium_antrorsum","Environmentally Rare"
"1385","Geranium_caespitosum","Common"
"1386","Geranium_carolinianum","Common"
"1387","Geranium_columbinum","Common"
"1388","Geranium_gymnocaulon","Endemic"
"1389","Geranium_lucidum","Common"
"1390","Geranium_molle","Common"
"1391","Geranium_palustre","Common"
"1392","Geranium_pratense","Common"
"1393","Geranium_purpureum","Common"
"1394","Geranium_pusillum","Common"
"1395","Geranium_pyrenaicum","Common"
"1396","Geranium_sylvaticum","Common"
"1397","Geropogon_hybridus","Common"
"1398","Geum_leiospermum","Relict"
"1399","Geum_montanum","Common"
"1400","Geum_reptans","Adaptable Survivor"
"1401","Geum_rossii","Adaptable Survivor"
"1402","Geum_urbanum","Common"
"1403","Gillbeea_adenopetala","Relict"
"1404","Gladiolus_imbricatus","Common"
"1405","Gladiolus_italicus","Common"
"1406","Glandularia_bipinnatifida","Common"
"1407","Glaucium_corniculatum","Adaptable Survivor"
"1408","Glebionis_coronaria","Common"
"1409","Glechoma_hederacea","Common"
"1410","Glechoma_hirsuta","Common"
"1411","Gliricidia_sepium","Adaptable Survivor"
"1412","Globularia_alypum","Common"
"1413","Globularia_meridionalis","Environmentally Rare"
"1414","Globularia_nudicaulis","Common"
"1415","Globularia_punctata","Common"
"1416","Globularia_repens","Environmentally Rare"
"1417","Globularia_vulgaris","Common"
"1418","Glochidion_castaneum","Environmentally Rare"
"1419","Glyceria_declinata","Common"
"1420","Glyceria_fluitans","Common"
"1421","Glyceria_maxima","Common"
"1422","Glyceria_notata","Common"
"1423","Glycine_max","Common"
"1424","Glycyrrhiza_uralensis","Adaptable Survivor"
"1425","Gnaphalium_uliginosum","Common"
"1426","Gnetum_gnemon","Relict"
"1427","Gomphandra_australiana","Classically Rare"
"1428","Gompholobium_glabratum","Relict"
"1429","Gompholobium_grandiflorum","Relict"
"1430","Gompholobium_latifolium","Adaptable Survivor"
"1431","Goodenia_cycloptera","Common"
"1432","Goodenia_glauca","Common"
"1433","Goodenia_heterochila","Environmentally Rare"
"1434","Goodenia_pinnatifida","Common"
"1435","Goodenia_pusilliflora","Common"
"1436","Goodenia_willisiana","Common"
"1437","Gossia_bidwillii","Adaptable Survivor"
"1438","Gossypium_hirsutum","Common"
"1439","Goupia_glabra","Relict"
"1440","Grevillea_australis","Environmentally Rare"
"1441","Grevillea_buxifolia","Environmentally Rare"
"1442","Grevillea_glauca","Environmentally Rare"
"1443","Grevillea_linearifolia","Environmentally Rare"
"1444","Grewia_bicolor","Common"
"1445","Grewia_flava","Common"
"1446","Grewia_monticola","Common"
"1447","Guaiacum_officinale","Relict"
"1448","Guarea_glabra","Endemic"
"1449","Guarea_grandifolia","Endemic"
"1450","Guarea_guidonia","High Invasive Potential"
"1451","Guarea_kunthiana","Common"
"1452","Guarea_macrophylla","Endemic"
"1453","Guatteria_amplifolia","Environmentally Rare"
"1454","Guatteria_australis","Environmentally Rare"
"1455","Guettarda_speciosa","Endemic"
"1456","Guettarda_valenzuelana","Environmentally Rare"
"1457","Guioa_acutifolia","Environmentally Rare"
"1458","Guioa_lasioneura","Environmentally Rare"
"1459","Guizotia_abyssinica","Common"
"1460","Gustavia_augusta","Classically Rare"
"1461","Gustavia_hexapetala","Relict"
"1462","Gymnanthes_lucida","Environmentally Rare"
"1463","Gymnosporia_heterophylla","Endemic"
"1464","Gymnosporia_senegalensis","High Invasive Potential"
"1465","Gynochthodes_jasminoides","Common"
"1466","Gypsophila_elegans","Common"
"1467","Gypsophila_fastigiata","Relict"
"1468","Gypsophila_paniculata","Common"
"1469","Gypsophila_repens","Common"
"1470","Gypsophila_scorzonerifolia","Relict"
"1471","Hakea_ambigua","Environmentally Rare"
"1472","Hakea_anadenia","Environmentally Rare"
"1473","Hakea_circumalata","Environmentally Rare"
"1474","Hakea_conchifolia","Environmentally Rare"
"1475","Hakea_costata","Environmentally Rare"
"1476","Hakea_cristata","Environmentally Rare"
"1477","Hakea_cucullata","Environmentally Rare"
"1478","Hakea_dactyloides","Environmentally Rare"
"1479","Hakea_denticulata","Environmentally Rare"
"1480","Hakea_ferruginea","Environmentally Rare"
"1481","Hakea_florida","Environmentally Rare"
"1482","Hakea_francisiana","Common"
"1483","Hakea_laurina","Common"
"1484","Hakea_lehmanniana","Environmentally Rare"
"1485","Hakea_linearis","Environmentally Rare"
"1486","Hakea_lissocarpha","Common"
"1487","Hakea_lissosperma","Environmentally Rare"
"1488","Hakea_marginata","Environmentally Rare"
"1489","Hakea_megalosperma","Environmentally Rare"
"1490","Hakea_microcarpa","Common"
"1491","Hakea_multilineata","Environmentally Rare"
"1492","Hakea_nitida","Environmentally Rare"
"1493","Hakea_obtusa","Environmentally Rare"
"1494","Hakea_petiolaris","Environmentally Rare"
"1495","Hakea_prostrata","Common"
"1496","Hakea_psilorrhyncha","Environmentally Rare"
"1497","Hakea_pycnoneura","Environmentally Rare"
"1498","Hakea_ruscifolia","Environmentally Rare"
"1499","Hakea_salicifolia","Common"
"1500","Hakea_stenocarpa","Environmentally Rare"
"1501","Hakea_subsulcata","Environmentally Rare"
"1502","Hakea_tephrosperma","Common"
"1503","Hakea_teretifolia","Environmentally Rare"
"1504","Hakea_victoria","Environmentally Rare"
"1505","Halenia_corniculata","Common"
"1506","Halesia_diptera","Indicator"
"1507","Halgania_cyanea","Adaptable Survivor"
"1508","Halimium_calycinum","Environmentally Rare"
"1509","Halimium_umbellatum","Common"
"1510","Halogeton_alopecuroides","Environmentally Rare"
"1511","Haloxylon_ammodendron","Environmentally Rare"
"1512","Haloxylon_persicum","Environmentally Rare"
"1513","Haloxylon_scoparium","Environmentally Rare"
"1514","Hamamelis_japonica","Adaptable Survivor"
"1515","Hamamelis_virginiana","Indicator"
"1516","Handroanthus_chrysanthus","Common"
"1517","Handroanthus_guayacan","Endemic"
"1518","Handroanthus_serratifolius","Environmentally Rare"
"1519","Hardenbergia_comptoniana","Environmentally Rare"
"1520","Hardenbergia_violacea","Common"
"1521","Harmsiodoxa_blennodioides","Common"
"1522","Harmsiodoxa_puberula","Environmentally Rare"
"1523","Harpephyllum_caffrum","Common"
"1524","Harpochloa_falx","Common"
"1525","Harpullia_pendula","Classically Rare"
"1526","Harrimanella_hypnoides","Adaptable Survivor"
"1527","Harungana_madagascariensis","Common"
"1528","Hazardia_squarrosa","Environmentally Rare"
"1529","Hectorella_caespitosa","Relict"
"1530","Hedycarya_loxocarya","Environmentally Rare"
"1531","Hedysarum_caucasicum","Environmentally Rare"
"1532","Hedysarum_hedysaroides","Common"
"1533","Heisteria_acuminata","Relict"
"1534","Helianthemum_aegyptiacum","Common"
"1535","Helianthemum_alpestre","Common"
"1536","Helianthemum_hirtum","Common"
"1537","Helianthemum_lippii","Environmentally Rare"
"1538","Helianthemum_oelandicum","Adaptable Survivor"
"1539","Helianthemum_squamatum","Environmentally Rare"
"1540","Helianthemum_syriacum","Common"
"1541","Helianthus_annuus","High Invasive Potential"
"1542","Helianthus_hirsutus","Common"
"1543","Helichrysum_arenarium","Common"
"1544","Helichrysum_italicum","Common"
"1545","Helichrysum_italicum_subsp._picardii","Environmentally Rare"
"1546","Helichrysum_italicum_subsp._serotinum","Environmentally Rare"
"1547","Helichrysum_stoechas","Common"
"1548","Helictochloa_bromoides","Environmentally Rare"
"1549","Helictotrichon_cantabricum","Environmentally Rare"
"1550","Helleborus_foetidus","Common"
"1551","Helleborus_niger","Common"
"1552","Helleborus_viridis","Common"
"1553","Helosciadium_nodiflorum","Common"
"1554","Hemigenia_purpurea","Environmentally Rare"
"1555","Henriettea_squamulosa","Environmentally Rare"
"1556","Heracleum_mantegazzianum","High Invasive Potential"
"1557","Heracleum_sphondylium","High Invasive Potential"
"1558","Herniaria_fontanesii","Relict"
"1559","Heteromeles_arbutifolia","Common"
"1560","Heuchera_parvifolia","Common"
"1561","Heuchera_richardsonii","Common"
"1562","Hevea_brasiliensis","Relict"
"1563","Hibbertia_bracteata","Relict"
"1564","Hibbertia_dentata","Common"
"1565","Hibbertia_fasciculata","Common"
"1566","Hibbertia_linearis","Adaptable Survivor"
"1567","Hibbertia_riparia","Adaptable Survivor"
"1568","Hibbertia_scandens","Common"
"1569","Hibiscus_rosa-sinensis","Common"
"1570","Hibiscus_sturtii","Common"
"1571","Hibiscus_trionum","High Invasive Potential"
"1572","Hieracium_alpinum","Common"
"1573","Hieracium_bupleuroides","Common"
"1574","Hieracium_laevigatum","Environmentally Rare"
"1575","Hieracium_murorum","Common"
"1576","Hieracium_prenanthoides","Environmentally Rare"
"1577","Hieracium_schmidtii","Common"
"1578","Hieracium_umbellatum","Common"
"1579","Hieronyma_oblonga","Relict"
"1580","Hippocrepis_ciliata","Environmentally Rare"
"1581","Hippocrepis_comosa","Common"
"1582","Hippophae_rhamnoides","Indicator"
"1583","Hirtella_americana","Common"
"1584","Hirtella_hebeclada","Environmentally Rare"
"1585","Hirtella_racemosa","Environmentally Rare"
"1586","Hirtella_rugosa","Environmentally Rare"
"1587","Hirtella_triandra","Environmentally Rare"
"1588","Holosteum_umbellatum","Common"
"1589","Homalanthus_novoguineensis","Environmentally Rare"
"1590","Homogyne_alpina","Common"
"1591","Homogyne_discolor","Environmentally Rare"
"1592","Honckenya_peploides","Adaptable Survivor"
"1593","Hopea_odorata","Environmentally Rare"
"1594","Hordeum_bulbosum","Endemic"
"1595","Hordeum_comosum","Environmentally Rare"
"1596","Hordeum_jubatum","Common"
"1597","Hordeum_murinum_subsp._leporinum","Common"
"1598","Hordeum_secalinum","Common"
"1599","Hordeum_vulgare","High Invasive Potential"
"1600","Hormathophylla_lapeyrousiana","Common"
"1601","Hormathophylla_spinosa","Common"
"1602","Hornungia_alpina","Common"
"1603","Hornungia_petraea","Common"
"1604","Hottonia_palustris","Relict"
"1605","Houstonia_wrightii","Common"
"1606","Hovea_lanceolata","Adaptable Survivor"
"1607","Hovea_montana","Relict"
"1608","Huberantha_nitidissima","Relict"
"1609","Humulus_scandens","Adaptable Survivor"
"1610","Hura_crepitans","Indicator"
"1611","Hyacinthoides_hispanica","Common"
"1612","Hydrangea_arborescens","Adaptable Survivor"
"1613","Hydrangea_macrophylla","Adaptable Survivor"
"1614","Hydrangea_quercifolia","Adaptable Survivor"
"1615","Hydrocotyle_ranunculoides","Adaptable Survivor"
"1616","Hymenocardia_ulmoides","Relict"
"1617","Hymenothrix_dissecta","Common"
"1618","Hymenoxys_hoopesii","Common"
"1619","Hyparrhenia_hirta","Common"
"1620","Hypelate_trifoliata","Relict"
"1621","Hypericum_balearicum","Endemic"
"1622","Hypericum_calycinum","Common"
"1623","Hypericum_empetrifolium","Environmentally Rare"
"1624","Hypericum_gramineum","Adaptable Survivor"
"1625","Hypericum_hircinum","Common"
"1626","Hypericum_hirsutum","Common"
"1627","Hypericum_linarioides","Environmentally Rare"
"1628","Hypericum_maculatum","Common"
"1629","Hypericum_perfoliatum","Common"
"1630","Hypericum_perforatum","Common"
"1631","Hypericum_pulchrum","Common"
"1632","Hypericum_reflexum","Environmentally Rare"
"1633","Hypericum_richeri","Environmentally Rare"
"1634","Hypericum_tetrapterum","Common"
"1635","Hypochaeris_radicata","Common"
"1636","Hyptis_alata","Common"
"1637","Idesia_polycarpa","Relict"
"1638","Ilex_aquifolium","Indicator"
"1639","Ilex_dumosa","Adaptable Survivor"
"1640","Ilex_integra","Adaptable Survivor"
"1641","Ilex_inundata","Relict"
"1642","Ilex_memecylifolia","Relict"
"1643","Ilex_mitis","Adaptable Survivor"
"1644","Ilex_montana","Adaptable Survivor"
"1645","Ilex_paraguariensis","Adaptable Survivor"
"1646","Ilex_pedunculosa","Adaptable Survivor"
"1647","Ilex_sideroxyloides","Relict"
"1648","Illicium_anisatum","Relict"
"1649","Illicium_floridanum","Adaptable Survivor"
"1650","Imperata_cylindrica","Common"
"1651","Inga_acreana","Environmentally Rare"
"1652","Inga_capitata","Environmentally Rare"
"1653","Inga_edulis","Common"
"1654","Inga_laurina","Common"
"1655","Inga_leiocalycina","Endemic"
"1656","Inga_marginata","Environmentally Rare"
"1657","Inga_multijuga","Environmentally Rare"
"1658","Inga_oerstediana","Endemic"
"1659","Inga_pezizifera","Endemic"
"1660","Inga_punctata","Environmentally Rare"
"1661","Inga_rubiginosa","Environmentally Rare"
"1662","Inga_thibaudiana","Environmentally Rare"
"1663","Inga_vera","Common"
"1664","Inula_conyza","Common"
"1665","Ipomoea_pandurata","Common"
"1666","Ipomopsis_aggregata","Adaptable Survivor"
"1667","Iris_aphylla","Common"
"1668","Iris_domestica","Common"
"1669","Iris_graminea","Common"
"1670","Iris_pseudacorus","Common"
"1671","Iris_pumila","Common"
"1672","Iris_sibirica","Common"
"1673","Isatis_lusitanica","Environmentally Rare"
"1674","Isatis_tinctoria","Common"
"1675","Isertia_laevis","Environmentally Rare"
"1676","Isoetopsis_graminifolia","Common"
"1677","Isolepis_aucklandica","Common"
"1678","Isolepis_crassiuscula","Environmentally Rare"
"1679","Isolepis_montivaga","Environmentally Rare"
"1680","Isolepis_setacea","Common"
"1681","Isopogon_anemonifolius","Environmentally Rare"
"1682","Ixora_ferrea","Environmentally Rare"
"1683","Ixora_timorensis","Common"
"1684","Jacaranda_copaia","Environmentally Rare"
"1685","Jacaranda_obtusifolia","Common"
"1686","Jacaranda_puberula","Environmentally Rare"
"1687","Jacaratia_mexicana","Adaptable Survivor"
"1688","Jacksonia_floribunda","Relict"
"1689","Jacksonia_scoparia","Adaptable Survivor"
"1690","Jacobaea_aquatica","Common"
"1691","Jacobaea_erucifolia","Common"
"1692","Jacobaea_maritima","Common"
"1693","Jacobaea_paludosa","Endemic"
"1694","Jasminum_didymum_subsp._lineare","Adaptable Survivor"
"1695","Jasminum_fruticans","Indicator"
"1696","Julbernardia_globiflora","Classically Rare"
"1697","Juncus_acutiflorus","Common"
"1698","Juncus_acutus","Adaptable Survivor"
"1699","Juncus_alpinoarticulatus","Adaptable Survivor"
"1700","Juncus_anceps","Relict"
"1701","Juncus_articulatus","Common"
"1702","Juncus_biglumis","Adaptable Survivor"
"1703","Juncus_castaneus","Common"
"1704","Juncus_compressus","Common"
"1705","Juncus_conglomeratus","Common"
"1706","Juncus_drummondii","Relict"
"1707","Juncus_effusus","Common"
"1708","Juncus_filiformis","Common"
"1709","Juncus_inflexus","Common"
"1710","Juncus_jacquinii","Relict"
"1711","Juncus_longistylis","Relict"
"1712","Juncus_nodosus","Adaptable Survivor"
"1713","Juncus_scheuchzerioides","Relict"
"1714","Juncus_squarrosus","Adaptable Survivor"
"1715","Juncus_subnodulosus","Common"
"1716","Juncus_tenuis","Common"
"1717","Juncus_torreyi","Adaptable Survivor"
"1718","Juniperus_ashei","Common"
"1719","Juniperus_californica","Common"
"1720","Juniperus_communis","High Invasive Potential"
"1721","Juniperus_deppeana","High Invasive Potential"
"1722","Juniperus_flaccida","Common"
"1723","Juniperus_osteosperma","Common"
"1724","Juniperus_oxycedrus","Common"
"1725","Juniperus_oxycedrus_subsp._oxycedrus","Environmentally Rare"
"1726","Juniperus_phoenicea","Common"
"1727","Juniperus_pinchotii","Common"
"1728","Jurinea_mollis","Environmentally Rare"
"1729","Kageneckia_oblonga","Environmentally Rare"
"1730","Kalmia_procumbens","Common"
"1731","Karelinia_caspia","Environmentally Rare"
"1732","Khaya_anthotheca","Environmentally Rare"
"1733","Khaya_ivorensis","Environmentally Rare"
"1734","Kielmeyera_coriacea","Relict"
"1735","Kigelia_africana","Common"
"1736","Kiggelaria_africana","Adaptable Survivor"
"1737","Knautia_arvensis","Common"
"1738","Knautia_dipsacifolia","Common"
"1739","Knautia_drymeia","Common"
"1740","Knightia_excelsa","Relict"
"1741","Koeleria_pyramidata","Common"
"1742","Koeleria_vallesiana","Common"
"1743","Koelpinia_linearis","Environmentally Rare"
"1744","Koelreuteria_bipinnata","Relict"
"1745","Krameria_erecta","Adaptable Survivor"
"1746","Krascheninnikovia_ceratoides","Common"
"1747","Kunzea_capitata","Environmentally Rare"
"1748","Kunzea_ericoides","High Invasive Potential"
"1749","Kunzea_muelleri","Environmentally Rare"
"1750","Lacistema_aggregatum","Adaptable Survivor"
"1751","Lactuca_indica","Common"
"1752","Lactuca_ludoviciana","Environmentally Rare"
"1753","Lactuca_perennis","Common"
"1754","Lactuca_saligna","Common"
"1755","Lactuca_sativa","Common"
"1756","Lactuca_serriola","Common"
"1757","Lactuca_viminea","Common"
"1758","Lactuca_virosa","Common"
"1759","Ladenbergia_oblongifolia","Environmentally Rare"
"1760","Laetia_corymbulosa","Environmentally Rare"
"1761","Laetia_procera","Environmentally Rare"
"1762","Lafoensia_punicifolia","Relict"
"1763","Lagerstroemia_speciosa","Adaptable Survivor"
"1764","Lagotis_glauca","Common"
"1765","Laguncularia_racemosa","Adaptable Survivor"
"1766","Lambertia_formosa","Relict"
"1767","Lamium_album","Common"
"1768","Lamium_amplexicaule","Common"
"1769","Lamium_maculatum","Common"
"1770","Lamium_purpureum","Common"
"1771","Lannea_coromandelica","Environmentally Rare"
"1772","Lannea_discolor","Common"
"1773","Lannea_schweinfurthii","Environmentally Rare"
"1774","Laportea_canadensis","Adaptable Survivor"
"1775","Lappula_squarrosa","Common"
"1776","Larix_gmelinii","Indicator"
"1777","Larrea_tridentata","Adaptable Survivor"
"1778","Laserpitium_halleri","Environmentally Rare"
"1779","Lasiopetalum_ferrugineum","Relict"
"1780","Lathyrus_cicera","Common"
"1781","Lathyrus_latifolius","High Invasive Potential"
"1782","Lathyrus_nissolia","Common"
"1783","Lathyrus_palustris","Common"
"1784","Lathyrus_pisiformis","Common"
"1785","Lathyrus_pratensis","Common"
"1786","Lathyrus_sativus","Common"
"1787","Lathyrus_tuberosus","Common"
"1788","Launaea_arborescens","High Invasive Potential"
"1789","Launaea_nudicaulis","Environmentally Rare"
"1790","Laurelia_novae-zelandiae","Relict"
"1791","Laurelia_sempervirens","Relict"
"1792","Laureliopsis_philippiana","Relict"
"1793","Laurus_nobilis","High Invasive Potential"
"1794","Lavandula_dentata","Common"
"1795","Lavandula_latifolia","Common"
"1796","Lavandula_stoechas","Common"
"1797","Lavandula_viridis","Environmentally Rare"
"1798","Lecythis_pisonis","Environmentally Rare"
"1799","Legousia_hybrida","Common"
"1800","Leionema_phylicifolium","Relict"
"1801","Lens_nigricans","Common"
"1802","Leonia_glycycarpa","Classically Rare"
"1803","Leontodon_hispidus","Common"
"1804","Leontodon_tuberosus","Environmentally Rare"
"1805","Leontopodium_nivale","Common"
"1806","Leonurus_cardiaca","Common"
"1807","Leopoldia_tenuiflora","Environmentally Rare"
"1808","Lepechinia_calycina","Environmentally Rare"
"1809","Lepidium_africanum","Common"
"1810","Lepidium_bonariense","Common"
"1811","Lepidium_campestre","Common"
"1812","Lepidium_coronopus","Common"
"1813","Lepidium_draba","Common"
"1814","Lepidium_phlebopetalum","Common"
"1815","Lepidium_ruderale","Common"
"1816","Leptecophylla_juniperina","High Invasive Potential"
"1817","Leptorhynchos_squamatus","Common"
"1818","Leptospermum_glaucescens","Environmentally Rare"
"1819","Leptospermum_laevigatum","Common"
"1820","Leptospermum_lanigerum","Common"
"1821","Leptospermum_obovatum","Common"
"1822","Leptospermum_parvifolium","Environmentally Rare"
"1823","Leptospermum_rotundifolium","Environmentally Rare"
"1824","Leptospermum_scoparium","High Invasive Potential"
"1825","Leptospermum_squarrosum","Environmentally Rare"
"1826","Leptospermum_trinervium","Environmentally Rare"
"1827","Lespedeza_davurica","Common"
"1828","Lespedeza_juncea","High Invasive Potential"
"1829","Leucadendron_laureolum","Environmentally Rare"
"1830","Leucadendron_rubrum","Environmentally Rare"
"1831","Leucadendron_salignum","Environmentally Rare"
"1832","Leucochrysum_molle","Environmentally Rare"
"1833","Leucojum_aestivum","Common"
"1834","Leucojum_vernum","Common"
"1835","Leucopogon_esquamatus","Environmentally Rare"
"1836","Leucopogon_juniperinus","Common"
"1837","Leucopogon_lanceolatus","Common"
"1838","Leucopogon_microphyllus","Common"
"1839","Leucospora_multifida","Adaptable Survivor"
"1840","Leucothoe_axillaris","Common"
"1841","Leucothoe_fontanesiana","Common"
"1842","Leymus_secalinus","Common"
"1843","Liatris_aspera","High Invasive Potential"
"1844","Liatris_cylindracea","Common"
"1845","Liatris_squarrosa","Common"
"1846","Licania_micrantha","Environmentally Rare"
"1847","Licaria_triandra","Environmentally Rare"
"1848","Ligularia_sibirica","Common"
"1849","Ligusticum_mutellina","Environmentally Rare"
"1850","Ligusticum_porteri","High Invasive Potential"
"1851","Ligustrum_japonicum","High Invasive Potential"
"1852","Ligustrum_vulgare","High Invasive Potential"
"1853","Lilium_martagon","Adaptable Survivor"
"1854","Limonium_cossonianum","Environmentally Rare"
"1855","Limonium_vulgare","Environmentally Rare"
"1856","Limosella_aquatica","Adaptable Survivor"
"1857","Linaria_alpina","Common"
"1858","Linaria_simplex","Common"
"1859","Lindackeria_laurina","Relict"
"1860","Lindera_glauca","Environmentally Rare"
"1861","Linum_austriacum","Common"
"1862","Linum_catharticum","Adaptable Survivor"
"1863","Linum_marginale","Common"
"1864","Linum_narbonense","Common"
"1865","Linum_strictum","Common"
"1866","Linum_suffruticosum","Common"
"1867","Linum_tenuifolium","Common"
"1868","Lipandra_polysperma","Common"
"1869","Liriodendron_chinense","Relict"
"1870","Lithocarpus_hancei","Endemic"
"1871","Lithodora_fruticosa","Common"
"1872","Lithospermum_canescens","Common"
"1873","Lithospermum_incisum","Common"
"1874","Lithospermum_officinale","Common"
"1875","Litsea_calicaris","Endemic"
"1876","Litsea_leefeana","Endemic"
"1877","Livistona_humilis","Adaptable Survivor"
"1878","Lobelia_erinus","Adaptable Survivor"
"1879","Lobelia_siphilitica","Adaptable Survivor"
"1880","Lobularia_maritima","Common"
"1881","Lomandra_filiformis","Adaptable Survivor"
"1882","Lomatia_hirsuta","Common"
"1883","Lomatia_myricoides","Common"
"1884","Lomatia_silaifolia","Common"
"1885","Lomelosia_stellata","Common"
"1886","Lonchocarpus_guatemalensis","Classically Rare"
"1887","Lonicera_caerulea","Common"
"1888","Lonicera_chrysantha","Environmentally Rare"
"1889","Lonicera_etrusca","Common"
"1890","Lonicera_hispida","Environmentally Rare"
"1891","Lonicera_implexa","Common"
"1892","Lophostemon_suaveolens","Adaptable Survivor"
"1893","Loropetalum_chinense","Adaptable Survivor"
"1894","Lotus_creticus","Common"
"1895","Lotus_cruentus","Common"
"1896","Lotus_edulis","Environmentally Rare"
"1897","Lotus_spectabilis","Environmentally Rare"
"1898","Lotus_tenuis","Common"
"1899","Luehea_seemannii","Common"
"1900","Luma_apiculata","Adaptable Survivor"
"1901","Lumnitzera_racemosa","Adaptable Survivor"
"1902","Lupinus_angustifolius","Common"
"1903","Lupinus_arboreus","High Invasive Potential"
"1904","Lupinus_arcticus","High Invasive Potential"
"1905","Lupinus_bicolor","Common"
"1906","Lupinus_perennis","Common"
"1907","Luzula_alpestris","Environmentally Rare"
"1908","Luzula_alpinopilosa","Environmentally Rare"
"1909","Luzula_campestris","Common"
"1910","Luzula_confusa","Common"
"1911","Luzula_congesta","Environmentally Rare"
"1912","Luzula_glabrata","Environmentally Rare"
"1913","Luzula_lutea","Environmentally Rare"
"1914","Luzula_modesta","Environmentally Rare"
"1915","Luzula_multiflora","Common"
"1916","Luzula_nivalis","Environmentally Rare"
"1917","Luzula_parviflora","Common"
"1918","Luzula_pumila","Environmentally Rare"
"1919","Luzula_rufa","Environmentally Rare"
"1920","Luzula_spicata","Common"
"1921","Lycium_andersonii","Common"
"1922","Lycium_shawii","Environmentally Rare"
"1923","Lygeum_spartum","High Invasive Potential"
"1924","Lyginia_barbata","Relict"
"1925","Lyonia_ferruginea","Common"
"1926","Lyonia_ligustrina","Common"
"1927","Lyonia_lucida","Common"
"1928","Lysiloma_latisiliquum","Environmentally Rare"
"1929","Lysimachia_nemorum","Common"
"1930","Lysimachia_nummularia","Common"
"1931","Lysimachia_punctata","Common"
"1932","Lysimachia_vulgaris","Adaptable Survivor"
"1933","Lythrum_portula","Adaptable Survivor"
"1934","Lythrum_virgatum","Indicator"
"1935","Macaranga_gigantea","Environmentally Rare"
"1936","Macaranga_involucrata","Environmentally Rare"
"1937","Macaranga_tanarius","Environmentally Rare"
"1938","Maclura_cochinchinensis","Indicator"
"1939","Macrolobium_angustifolium","Classically Rare"
"1940","Macrolobium_gracile","Classically Rare"
"1941","Maesa_japonica","Relict"
"1942","Magnolia_obovata","Adaptable Survivor"
"1943","Magnolia_ovata","Relict"
"1944","Magnolia_salicifolia","Adaptable Survivor"
"1945","Magnolia_splendens","Relict"
"1946","Magnolia_tripetala","Adaptable Survivor"
"1947","Maianthemum_bifolium","Common"
"1948","Maianthemum_racemosum","Common"
"1949","Maireana_aphylla","Common"
"1950","Maireana_appressa","Common"
"1951","Maireana_astrotricha","Common"
"1952","Maireana_brevifolia","Common"
"1953","Maireana_coronata","Common"
"1954","Maireana_microphylla","Common"
"1955","Maireana_pentatropis","Common"
"1956","Maireana_sclerolaenoides","Common"
"1957","Maireana_sedifolia","Common"
"1958","Maireana_villosa","Common"
"1959","Malacothamnus_fasciculatus","Environmentally Rare"
"1960","Mallotus_paniculatus","Environmentally Rare"
"1961","Malosma_laurina","Environmentally Rare"
"1962","Malpighia_glabra","Adaptable Survivor"
"1963","Malus_sylvestris","High Invasive Potential"
"1964","Malva_alcea","High Invasive Potential"
"1965","Malva_moschata","High Invasive Potential"
"1966","Malva_neglecta","High Invasive Potential"
"1967","Malva_parviflora","Common"
"1968","Malva_pusilla","Common"
"1969","Malvastrum_americanum","Common"
"1970","Manilkara_bidentata","Environmentally Rare"
"1971","Manilkara_hexandra","Environmentally Rare"
"1972","Manilkara_huberi","Environmentally Rare"
"1973","Manilkara_mochisia","Environmentally Rare"
"1974","Mantisalca_salmantica","Common"
